ingredients,labels
"CRUST: CHICKPEAS, WATER, TAPIOCA, COCOA BUTTER, OLIVE OIL, LESS THAN 2% OF: YEAST, OREGANO, GARLIC POWDER, SALT, DATE POWDER, SUNFLOWER LECITHIN, XANTHAN GUM, BAKING POWDER (CALCIUM CARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE). TOPPINGS: FOLLOW YOUR HEART DAIRY-FREE MOZZARELLA SHREDS (FILTERED WATER, ORGANIC COCONUT OIL, POTATO AND COM STARCH, EXPELLER-PRESSED CANOLA OIL, LESS THAN 2% OF: POTATO PROTEIN, SEA SALT, CALCIUM PHOSPHATE, VEGETABLE GLYCERIN, CELLULOSE, LACTIC ACID, CITRIC ACID, SODIUM CITRATE, SODIUM BICARBONATE, NATURAL FLAVORS, BETA CAROTENE FOR COLOR), NUTRITIONAL YEAST (DRIED YEAST, NIACIN, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMINE HYDROCHLORIDE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, CYANOCOBALAMIN (VITAMIN B12)), OREGANO, BASIL. SAUCE: TOMATOES, DATE POWDER, ROASTED GARLIC, SALT, CARAMELIZED ONION, GARLIC POWDER, BASIL, BASIL EXTRACT, OREGANO.",
"Sun Butter:  Sunflower Seed, Sugar, Mono-Diglycerides to prevent separation, Salt, and Natural Mixed Tocopherols to preserve freshness. Trails Best Cheese Stick:  Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Water, Sodium Phosphate, Calcium Propionate, (Preservative), Apo-Carotenal (Color).  Raisins:  California Seedless Raisins, less than 0.5% Canola Oil.  Juice Breaks, Vegetable Juice Punch:  Reconstituted Vegetable Juice (Water and Sweet Potato Conc.), Reconstituted Fruit Juice Blend (Water and Conc. Juices of Apple and White Grape), Natural Flavoring, Citric Acid, Ascorbic Acid.  WG Wheat Cracker:  Whole Wheat Flour, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Soybean Oil , Sugar, Salt, Sodium Bicarbonate, Non Fat Dry Milk, Malt Syrup, Molasses, Honey, Ammonium Bicarbonate, Onion Powder, Citric Acid, Cream of Tartar (Potassium Bitartrate), Sodium Acid Pyrophosphate, Honey Flavor, Garlic Powder.  Jelly Pack: Grape Juice (Grape Juice Concentrate, Water), Corn Syrup, Citric Acid, Pectin, Potassium Sorbate (A Preservative).",
"Ingredients: Sugar, cocoa butter, cocoa mass, vegetable fats (palm, shea), emulsifier (SOYA lecithin). COCOA SOLIDS 36% MINIMUM. CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER. MAY CONTAIN NUTS, WHEAT. NOT SUITABLE FOR SOMEONE WITH A MILK ALLERGY.",
"PORK, SEA SALT, NATURAL FLAVORS (CELERY POWDER), ORGANIC SPICES, SUGARS, ORGANIC GARLIC, LACTIC ACID STARTER CULTURES.",
"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA AND/OR SUNFLOWER OIL (WITH ROSEMARY EXTRACT AND ASCORBIC ACID [TO PRESERVE FRESHNESS]), YEAST, SUGAR, SALT, CONTAINS 2% OR LESS OF GARLIC POWDER, WHEY, TORULA YEAST, ROMANO CHEESE SOLIDS FROM COW'S MILK (PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), DEHYDRATED PARSLEY, YEAST EXTRACT, VINEGAR, ONION POWDER, DISODIUM INOSINATE, DISODIUM GUANYLATE, CITRIC ACID, NATURAL FLAVORS, SPICE, PAPRIKA (COLOR), ENZYMES, ASCORBIC ACID",
"APPLES, SUGAR, WATER, CINNAMON AND ASCORBIC ACID TO MAINTAIN COLOR.",
"MILK* 92,2%, MILK PROTEINS*, SUGAR*, NATURAL STRAWBERRY FLAVOURING, SPICE EXTRACT.",
"CORN, GREEN BELL PEPPERS, ONIONS, RED BELL PEPPERS, SEASONING (SALT, SUGAR, DEHYDRATED ONION, MALTODEXTRIN, DEHYDRATED GARLIC, BLACK PEPPERS, SOYBEAN OIL, NATURAL FLAVORS WITH EXTRACTIVES OF PAPRIKA (INCLUDES SOY LECITHIN).",
"WATER, DICED POTATOES, CLAMS, SOYBEAN OIL, CREAM, LIGHTLY SALTED BUTTER, MODIFIED FOOD STARCH, WHEAT FLOUR, CELERY, SALT, DEHYDRATED ONION FLAKES, XANTHAN GUM, CONCENTRATED SOY PROTEIN, SEASONING (SALT AND PEPPER), SUCCINIC ACID.",
"WATER, BEEF STOCK (WATER, BEEF*)*, CANE SUGAR*, ONION POWDER*, YEAST EXTRACT, GARLIC POWDER*, CARAMEL COLOR*, SEA SALT, BLACK PEPPER*.",
"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, LOW MOISTURE PART SKIM MOZZARELLA CHEESE (CULTURED PASTEURIZED PART SKIM MILK, SALT, ENZYMES), TOMATO PASTE, PALM OIL, CONTAINS 2% OR LESS OF: VEGETABLE OIL (SOYBEAN AND/OR CANOLA OIL), NONFAT MILK, SUGAR, SALT, YEAST, MODIFIED FOOD STARCH, SPICE, MALTODEXTRIN, DRIED GARLIC, HYDROLYZED SOY AND CORN PROTEIN, PAPRIKA, NATURAL FLAVOR, DRIED ONION, WHEAT STARCH, DEFATTED SOY FLOUR, L-CYSTEINE HYDROCHLORIDE, AMMONIUM SULFATE, ANNATTO (COLOR), SOY LECITHIN, ASCORBIC ACID (DOUGH CONDITIONER)",
"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), PEPPERONI MADE WITH PORK, CHICKEN AND BEEF (PORK, MECHANICALLY SEPARATED CHICKEN, BEEF, SALT, CONTAINS 2% OR LESS OF SPICES, DEXTROSE, PORK STOCK, LACTIC ACID STARTER CULTURE, OLEORESIN OF PAPRIKA FLAVORING, SODIUM NITRITE, SODIUM ASCORBATE, PAPRIKA, NATURAL SMOKE FLAVOR, BHA, BHT, CITRIC ACID), TOMATO PASTE, SUGAR, 2% OR LESS OF WHEAT GLUTEN, VEGETABLE OIL (SOYBEAN OIL AND/OR CORN OIL), DEGERMINATED WHITE CORN MEAL, YEAST, SALT, DEGERMINATED YELLOW CORN MEAL, SEASONING BLEND (SALT, SPICE, DRIED GARLIC), BAKING POWDER (BAKING SODA, SODIUM ALUMINUM PHOSPHATE), DATEM, SODIUM STEAROYL LACTYLATE, ASCORBIC ACID (DOUGH CONDITIONER).",
"ORGANIC BLACK LECCINO OLIVES, WATER, SALT, LACTIC ACID, ASCORBIC ACID.",
"Degermed Yellow Corn Meal, Coconut Oil and/or Palm Kernel Oil, Sugar, Maltodextrin. Contains 2 % or less of: Salt, Monoglycerides, Baking Soda, Dried Buttermilk, Monosodium Glutamate, Dried Whey, Reduced Lactose Whey, Dried Onion, Tomato Powder, Natural and Artificial Flavor, Dried Garlic, Citric Acid, Dried Cheddar Cheese (cultured milk, salt, enzymes), Spice, Paprika Extract, Disodium Inosinate, Disodium Guanylate, Dried Enzyme Modified Cheddar Cheese (milk, cultures, salt, enzymes), Disodium Phosphate, Artificial Color (red 40 lake, yellow 6, yellow 5). Freshness preserved by BHT.",
"FILTERED WATER, ORANGE JUICE FROM CONCENTRATE, SUGAR, PINEAPPLE JUICE FROM CONCENTRATE, CITRIC ACID (ACIDULANT), GELLAN GUM (STABILIZER), ASCORBIC ACID (VITAMIN C).",
"SUGAR, GLUCOSE-FRUCTOSE SYRUP, WHEAT FLOUR, MALIC ACID, DEXTROSE, PALM OIL, CITRIC ACID, ARTIFICIAL FLAVORING, ARTIFICIAL COLOR (FD&C RED 40, FD&C BLUE 1), TURMERIC OLEORESIN (COLOR), ASCORBIC ACID, TOCOPHEROLS.",
"TREATED WATER, HIGH FRUCTOSE CORN SYRUP, TEA, PHOSPHORIC ACID, SODIUM HEXAMETAPHOSPHATE (TO PROTECT FLAVOR), POTASSIUM SORBATE AND POTASSIUM BENZOATE (PRESERVE FRESHNESS), CARAMEL COLOR, CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR), NATURAL FLAVOR, RED 40.",
"BROWN RICE MIX (COOKED LONG GRAIN BROWN RICE, CARROTS, SHELLED EDAMAME [SOYBEANS], SCRAMBLED EGG WHITES [EGG WHITES, MODIFIED CORN STARCH, NONFAT MILK, WHEY PROTEIN ISOLATE, SOYBEAN OIL, CARRAGEENAN, SALT, NATURAL EGG FLAVOR, GUAR GUM, XANTHAN GUM, ANNATTO {COLOR}], WATER, GREEN ONIONS, GINGER PUREE [GINGER, WATER, PHOSPHORIC ACID], SESAME OIL, SOYBEAN OIL, CHICKEN FLAVOR [YEAST EXTRACT, SALT, CHICKEN POWDER, MALTODEXTRIN, SUGAR, SOY SAUCE SOLIDS {SOYBEANS, WHEAT, SALT}, CHICKEN FAT, SOY FLOUR, TORULA YEAST, NATURAL AND ARTIFICIAL FLAVORS, CARAMEL COLOR, CITRIC ACID, MODIFIED CORN STARCH, CORN SYRUP SOLIDS, DISODIUM PHOSPHATE, LACTIC ACID, CALCIUM LACTATE], ORIENTAL SPICE BASE [GINGER, CHILI GARLIC SAUCE {CHILI PEPPERS, GARLIC, WATER, SALT, SUGAR, RICE VINEGAR, ACETIC ACID, MODIFIED FOOD STARCH}, MALTODEXTRIN, SESAME OIL, SALT, SUGAR, CANOLA OIL, SOYBEANS, WATER, CORN STARCH, SPICE, WHEAT, NATURAL FLAVORING, BROWN SUGAR, GARLIC POWDER, CARAMEL COLOR, VINEGAR, YEAST EXTRACT], MODIFIED CORN STARCH, YEAST EXTRACT [SALT], SALT, BUTTER FLAVOR [DEHYDRATED BUTTER, BUTTERMILK POWDER, NATURAL FLAVOR, MALTODEXTRIN, MODIFIED FOOD STARCH], SPICES), CHICKEN AND VEGETABLE POTSTICKERS (FILLING [COOKED CHICKEN, CABBAGE, GREEN ONION, SOYBEAN OIL, WINE, SALT, POTATO STARCH, SESAME OIL, SPICES, GINGER, SUGAR, SOY SAUCE {WATER, SOYBEAN, WHEAT, SALT}], WRAPPER [UNBLEACHED ENRICHED FLOUR {WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, THIAMINE MONONITRATE, REDUCED IRON, RIBOFLAVIN, FOLIC ACID}, WATER, SOYBEAN OIL, SALT]), PLUM SAUCE (WATER, COOKING RICE WINE [WATER, DEXTROSE, RICE, CORN SYRUP, SALT], SOY SAUCE [WATER, WHEAT, SOYBEANS, SALT, ALCOHOL, VINEGAR, LACTIC ACID], SUGAR, PLUM SAUCE [SUGAR, RICE VINEGAR, SALTED PLUM {PLUM, SALT}, SWEET POTATO, GINGER, GARLIC, CHILI, WATER, SALT], GREEN ONIONS, MODIFIED CORN STARCH, GARLIC [CITRIC ACID], SOYBEAN OIL, GINGER PUREE [GINGER, WATER, PHOSPHORIC ACID], XANTHAN GUM).",
"PRECOOKED LONG GRAIN RICE, NIACIN, FERRIC ORTHOPHOSPHATE (IRON), THIAMINE MONONITRATE, FOLIC ACID.",
"FLOUR (WHEAT FLOUR ENRICHED [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], MALTED BARLEY FLOUR), BUTTERMILK, BUTTER (CREAM), MILK, CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO, [COLOR]], WHITE CHEDDAR CHEESE POWDER [PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES], CHIVES, SUGAR, BAKING POWDER [SODIUM ACID PYROPHOSPHATE, BAKING SODA], SALT",
"DARK CHOCOLATE (CHOCOLATE LIQUOR, SUGAR, COCOA BUTTER, SOY LECITHIN, VANILLA), CARAMEL (CORN SYRUP, SWEETENED CONDENSED MILK [MILK, SUGAR], HEAVY CREAM, INVERT SUGAR, BUTTER [CREAM, SALT], BROWN SUGAR [SUGAR, INVERT SUGAR, MOLASSES], SUGAR, NATURAL FLAVOR, SEA SALT, SOY LECITHIN), ALMOND, CASHEW, PECAN, DRIED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL).",
"MACADAMIA MILK (FILTERED WATER, MACADAMIA NUTS), NATURAL FLAVORS, SUNFLOWER LECITHIN, GUM ARABIC, SEA SALT, XANTHAN GUM. VITAMINS AND MINERALS: CALCIUM CARBONATE, D-ALPHA TOCOPHERYL ACETATE (NATURAL VITAMIN E), POTASSIUM CITRATE, VITAMIN A PALMITATE, VITAMIN D2.",
"SUGAR, WATER, BLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (PALM, SOYBEAN, CANOLA AND/OR PALM KERNEL), RICE FLOUR, EGGS, COCOA (PROCESSED WITH ALKALI), FOOD STARCH-MODIFIED, NONFAT MILK, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE, SODIUM ALUMINUM PHOSPHATE, ALUMINUM SULFATE), CORNSTARCH, CORN SYRUP, SALT, PARTIALLY HYDROGENATED VEGETABLE OIL (SOYBEAN, COTTONSEED), WHEY, EGG WHITES, MONO AND DIGLYCERIDES, DEXTROSE, POLYGLYCEROL ESTERS OF FATTY ACIDS, SOY LECITHIN, WHEAT STARCH, GUAR GUM, POTASSIUM SORBATE (PRESERVATIVE), POLYSORBATE 60, SODIUM CARBOXYMETHYLCELLULOSE, CONFECTIONER'S GLAZE, NATURAL & ARTIFICIAL FLAVORS, GUM ARABIC, GLYCERIN, CALCIUM SULFATE, CARRAGEENAN, SODIUM STEAROYL LACTYLATE, DATEM, YELLOW 5, WHEAT PROTEIN ISOLATE, YELLOW 6, CALCIUM STEAROYL-2-LACTYLATE, BLUE 1, METHYLCELLULOSE, XANTHAN GUM, CARNAUBA WAX, RED 3.",
"PEPITAS, CANOLA AND/OR PEANUT OIL, SALT.",
"SULFITE FREE COCONUT, INVERT SUGAR, TAPIOCA STARCH, EGG WHITES, ALMONDS, NATURAL AND ARTIFICIAL FLAVOR",
"WHEAT FLOUR, SUGAR, VEGETABLE OIL SHORTENING (PALM), GRATED COCONUT, WHEY, INVERT SUGAR, BREAD CRUMBS, SALT, CHEMICAL BAKING POWDER: SODIUM BICARBONATE (INS 500II) AND AMMONIUM BICARBONATE (INS 503II), EMULSIFIER: SOY LECITHIN (INS 322) AND NATURAL FLAVOR.",
"TOMATO SALSA (VINE-RIPENED FRESH TOMATOES, SALT, NATURALLY DERIVED CITRIC ACID), WATER, BEEF POT ROAST WITH GRAVY (BEEF, SEASONED GRAVY [NATURAL BEEF JUICES, WATER, CONTAINS LESS THAN 2% OF SALT, DEXTROSE, SPICES, GRANULATED GARLIC AND ONION, MODIFIED CORN STARCH, HYDROLYZED SOY PROTEIN, NATURAL BEEF FLAVOR, (BEEF STOCK, AUTOLYZED YEAST, BEEF EXTRACT), MALTODEXTRIN, SUGAR, CARAMEL COLOR, NATURAL FLAVOR, SHORTENING {PARTIALLY HYDROGENATED SOYBEAN AND COTTON SEED OILS}, ONION, XANTHAN GUM, GARLIC, SPICE, SPICE EXTRACTIVES]), RUSSET POTATOES, ONION, GREEN BEANS, YELLOW CORN, CARROTS, CELERY, MODIFIED FOOD STARCH, BEEF FLAVOR (BEEF BROTH [CONCENTRATE BEEF STOCK, SALT, WATER], BEEF FLAVOR, SALT, FLAVOR, GARLIC POWDER, ONION POWDER, TOMATO PASTE), RED BURGUNDY WINE (SALT, POTASSIUM METABISULFITE AND POTASSIUM SORBATE [AS PRESERVATIVES], SALT), CANOLA OIL, CULTURED DEXTROSE/MALTODEXTRIN, PARSLEY, SALT, BLACK PEPPER, CARAMEL COLOR.",
"INGREDIENTS: MILLED CORN, SUGAR, MALT FLAVOR, CONTAINS 2% OR LESS OF salt.  VITAMINS AND MINERALS: Iron (ferric phosphate), niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, vitamin D3, vitamin B12.",
"WHEAT FLOUR, RAISINS 13%, GIN PASTRY CREAM 12% (GLUCOSE SYRUP, SUGAR, WATER, GIN LIQUEUR 10%, PALM OIL, SWEETENED EGG YOLK (SUGAR, EGG YOLK), MILK CREAM BUTTER, MODIFIED CORN STARCH, GELLING AGENT: PECTIN, LEMMON JUICE CONCENTRATE, PRESERVATIVE: POTASSIUM SORBATE, FLAVOURS, COLORING AGENTS: E171 - E 160A), BUTTER, EGGS, SUGAR, CANDIED LEMON PEELS PASTE 4.4% (LEMON PEELS, GLUCOSE-FRUCTOSE SYRUP, SUGAR, ACIDITY REGULATOR: CITRIC ACID), EGG YOLK, MILK, NATURAL YEAST (WHEAT), GIN LIQUEUR 1.7%, EMULSIFIERS: MONO AND DIGLYCERIDES OF FATTY ACIDS, GLUCOSE SYRUP, FLAVOURINGS, COCOA BUTTER, SALT.",
"WATER, MILK PROTEIN CONCENTRATE, CALCIUM CASEINATE, COCOA POWDER (PROCESSED WITH ALKALI), CONTAINS LESS THAN 1% OF HIGH OLEIC SUNFLOWER OIL, NATURAL AND ARTIFICIAL FLAVORS, INULIN, CELLULOSE GEL AND CELLULOSE GUM, SALT, SUCRALOSE, ACESULFAME POTASSIUM, CARRAGEENAN, TRIPOTASSIUM PHOSPHATE, DIPOTASSIUM PHOSPHATE, SODIUM HEXAMETAPHOSPHATE, VITAMIN AND MINERAL BLEND (DL-ALPHA-TOCOPHERYL ACETATE [VITAMIN E], ZINC GLYCINATE CHELATE, FERRIC ORTHOPHOSPHATE, VITAMIN A PALMITATE, NIACINAMIDE, PHYTONADIONE [VITAMIN K1], POTASSIUM IODIDE, CHOLECALCIFEROL [VITAMIN D3], COPPER GLUCONATE, CALCIUM D-PANTOTHENATE, MANGANESE SULFATE, SODIUM SELENITE, BIOTIN, SODIUM MOLYBDATE, FOLIC ACID, THIAMINE MONONITRATE [VITAMIN B1], CYANOCOBALAMIN [VITAMIN B12], PYRIDOXINE HYDROCHLORIDE [VITAMIN B6], RIBOFLAVIN [VITAMIN B2], CHROMIUM POLYNICOTINATE), MAGNESIUM PHOSPHATE, SODIUM ASCORBATE.",
