ingredients,labels
"SUGAR, WHOLE WHEAT FLOUR, EGGS, CRANBERRIES, SOYBEAN OIL, WATER, SOUR CREAM (CULTURED PASTEURIZED CREAM, NONFAT MILK, ENZYMES), STREUSEL TOPPING (WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR], SUGAR, PALM OIL, NATURAL FLAVOR [MILK], TURMERIC [COLOR]), WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR), BUTTERMILK SOLIDS, CORN STARCH, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA), RICE STARCH, MONO AND DIGLYCERIDES, SEA SALT, OIL OF ORANGE, NATURAL FLAVOR, XANTHAN GUM, ANNATTO COLOR, ENZYME.","SUGAR, WHOLE WHEAT FLOUR, EGGS, CRANBERRIES, SOYBEAN OIL, WATER, CULTURED PASTEURIZED CREAM, NONFAT MILK, ENZYMES, WHEAT FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, SUGAR, PALM OIL, MILK, TURMERIC,  WHEAT FLOUR, MALTED BARLEY FLOUR, BUTTERMILK SOLIDS, CORN STARCH, SODIUM ACID PYROPHOSPHATE, BAKING SODA, RICE STARCH,DIGLYCERIDES, SEA SALT, OIL OF ORANGE, NATURAL FLAVOR, XANTHAN GUM, ANNATTO COLOR, ENZYME"
"ENRICHED UNBLEACHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN AND FOLIC ACID), WATER, GRAIN BLEND (SUNFLOWER SEEDS, ROLLED WHEAT, WHOLE WHEAT FLOUR, CORN MEAL, BARLEY FLAKES, OAT FLAKES, RYE MEAL, TRITICALE FLAKES, WHEAT BRAN, BROWN RICE MEAL, FLAXSEED, MILLET SEEDS, BUCKWHEAT FLOUR), SUGAR, YEAST, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: VITAL WHEAT GLUTEN, RAISIN JUICE CONCENTRATE, MOLASSES, HONEY, DISTILLED VINEGAR, SALT, VEGETABLE OIL (CANOLA AND/OR SOY), POPPY SEEDS, YEAST NUTRIENT (AMMONIUM SULFATE), DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, ASCORBIC ACID, MONOCALCIUM PHOSPHATE), CALCIUM PROPIONATE (MOLD INHIBITOR), CALCIUM SULFATE (A SOURCE OF CALCIUM), ENZYMES, NONFAT DRY MILK, SOY FLOUR.","WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SUNFLOWER SEEDS, ROLLED WHEAT, WHOLE WHEAT FLOUR, CORN MEAL, BARLEY FLAKES, OAT FLAKES, RYE MEAL, TRITICALE FLAKES, WHEAT BRAN, BROWN RICE MEAL, FLAXSEED, MILLET SEEDS, BUCKWHEAT FLOUR, SUGAR, YEAST,  VITAL WHEAT GLUTEN, RAISIN JUICE CONCENTRATE, MOLASSES, HONEY, DISTILLED VINEGAR, SALT, CANOLA, SOY, POPPY SEEDS, AMMONIUM SULFATE, SODIUM STEAROYL LACTYLATE, ASCORBIC ACID, MONOCALCIUM PHOSPHATE, CALCIUM PROPIONATE, CALCIUM SULFATE, ENZYMES, NONFAT DRY MILK, SOY FLOUR"
"BREAD (ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, GRAIN BLEND (FERMENTED WHEAT FLOUR, WHEAT GRAIN, RYE GRAIN, OAT GRAIN, FLAX SEEDS, RYE SOURDOUGH, MILLET, TEFF SEEDS, SALT), CRACKED RYE, WHEAT BRAN, WHEAT GLUTEN, YEAST, SUGAR, SALT, FERMENTED RYE FLOUR, VEGETABLE OIL (CANOLA OIL OR SOYBEAN OIL), DOUGH CONDITIONERS (CALCIUM SULFATE, ASCORBIC ACID, ENZYMES), WHEAT STARCH, LACTIC ACID), BLACK FOREST HAM (CURED WITH WATER, SALT, SUGAR, DEXTROSE, SODIUM PHOSPHATE, HONEY, SODIUM ERYTHORBATE, SODIUM NITRITE, CARAMEL COLOR), TURKEY BREAST (TURKEY BREAST, TURKEY BROTH, SALT, SODIUM PHOSPHATES COATED WITH SALT, SPICE, PAPRIKA, PARSLEY, TURMERIC), SWISS CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, MICROBIAL ENZYMES), BACON (CURED WITH WATER, SALT, SUGAR, NATURAL SMOKE FLAVOR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE), LETTUCE","WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID,WATER, FERMENTED WHEAT FLOUR, WHEAT GRAIN, RYE GRAIN, OAT GRAIN, FLAX SEEDS, RYE SOURDOUGH, MILLET, TEFF SEEDS, SALT, CRACKED RYE, WHEAT BRAN, WHEAT GLUTEN, YEAST, SUGAR, SALT, FERMENTED RYE FLOUR, VEGETABLE OIL,CANOLA OIL, SOYBEAN OIL, CALCIUM SULFATE, ASCORBIC ACID, ENZYMES, WHEAT STARCH, LACTIC ACID, WATER, SALT, SUGAR, DEXTROSE, SODIUM PHOSPHATE, HONEY, SODIUM ERYTHORBATE, SODIUM NITRITE, CARAMEL COLOR, TURKEY BREAST, TURKEY BROTH, SALT, SODIUM PHOSPHATES COATED WITH SALT, SPICE, PAPRIKA, PARSLEY, TURMERIC, PASTEURIZED MILK, CHEESE CULTURES, SALT, MICROBIAL ENZYMES, WATER, SALT, SUGAR, NATURAL SMOKE FLAVOR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE, LETTUCE"
"DICED TOMATOES (TOMATO JUICE, SALT, AND CALCIUM CHLORIDE), ARTICHOKES, EXTRA VIRGIN OLIVE OIL, FRESH BASIL, FRESH GARLIC, SUGAR, KOSHER SALT, AND BLACK PEPPER.","TOMATO JUICE, SALT, CALCIUM CHLORIDE, ARTICHOKES, EXTRA VIRGIN OLIVE OIL, FRESH BASIL, FRESH GARLIC, SUGAR, KOSHER SALT, BLACK PEPPER"
"DARK CHOCOLATE (CHOCOLATE LIQUOR, SUGAR, COCOA BUTTER, SOY LECITHIN, VANILLA FLAVOR), CRUSHED PEPPERMINT CANDY (SUGAR, CORN SYRUP, NATURAL FLAVOR, RED 40), DARK CHOCOLATE CRUNCH (UNBLEACHED WHEAT FLOUR, SUGAR, CANOLA OIL, COCOA [PROCESSED WITH ALKALI], BAKING SODA, SALT, NATURAL FLAVORS), VANILLA BEAN POWDER, ARTIFICIAL FRENCH VANILLA FLAVOR.","CHOCOLATE LIQUOR, SUGAR, COCOA BUTTER, SOY LECITHIN, VANILLA FLAVOR, SUGAR, CORN SYRUP, NATURAL FLAVOR, RED 40, UNBLEACHED WHEAT FLOUR, SUGAR, CANOLA OIL, COCOA, BAKING SODA, SALT, NATURAL FLAVORS, VANILLA BEAN POWDER, ARTIFICIAL FRENCH VANILLA FLAVOR"
"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CORN MEAL, HIGH FRUCTOSE CORN SYRUP, ONIONS*, SALT, PARTIALLY HYDROGENATED SOYBEAN OIL, HYDROLYZED CORN AND SOY PROTEIN, YEAST, COOKED CHICKEN AND CHICKEN BROTH, CELERY*, MONOSODIUM GLUTAMATE, PARSLEY*, CHICKEN FAT, WHEY (FROM MILK), DEXTROSE, SPICES, SUGAR, TURMERIC (COLOR), CORN STARCH, CARAMEL (COLOR), NATURAL FLAVOR, ANNATTO (COLOR), CALCIUM PROPIONATE (PRESERVATIVE).","WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, CORN MEAL, HIGH FRUCTOSE CORN SYRUP, ONIONS, SALT, PARTIALLY HYDROGENATED SOYBEAN OIL, SOY PROTEIN, YEAST, COOKED CHICKEN, CHICKEN BROTH, CELERY, MONOSODIUM GLUTAMATE, PARSLEY, CHICKEN FAT, WHEY, DEXTROSE, SPICES, SUGAR, TURMERIC, CORN STARCH, CARAMEL, NATURAL FLAVOR, ANNATTO, CALCIUM PROPIONATE"
"PORK (PORK, WATER, POTASSIUM CHLORIDE, VINEGAR, NATURAL FLAVOR), BARBECUE SAUCE (HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, TOMATO PASTE, MODIFIED FOOD STARCH, CONTAINS LESS THAN 2% OF: SALT, PINEAPPLE JUICE CONCENTRATE, NATURAL SMOKE FLAVOR, SPICES, CARAMEL COLOR, SODIUM BENZOATE AS A PRESERVATIVE, MOLASSES, CORN SYRUP, DRIED GARLIC, SUGAR, TAMARIND, NATURAL FLAVOR).","PORK, WATER, POTASSIUM CHLORIDE, VINEGAR, NATURAL FLAVOR, HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, TOMATO PASTE, MODIFIED FOOD STARCH, SALT, PINEAPPLE JUICE CONCENTRATE, NATURAL SMOKE FLAVOR, SPICES, CARAMEL COLOR, SODIUM BENZOATE, MOLASSES, CORN SYRUP, DRIED GARLIC, SUGAR, TAMARIND, NATURAL FLAVOR"
"GLUCOSE SYRUP, SUGAR, GELATIN, 6% FRUIT JUICE FROM CONCENTRATE (STRAWBERRY, RASPBERRY, BLACK CURRENT CHERRY), CITRIC ACID, LACTIC ACID, PECTIN, NATURAL FLAVOR, NATURAL COLOR (BLACK CURRANT, CARROT, ELDERFLOWER, GRAPE), VEGETABLE OIL (COCONUT, PALM KERNET), BEESWAX, CARNAUBA WAX","GLUCOSE SYRUP, SUGAR, GELATIN, STRAWBERRY, RASPBERRY, BLACK CURRENT CHERRY, CITRIC ACID, LACTIC ACID, PECTIN, NATURAL FLAVOR, BLACK CURRANT, CARROT, ELDERFLOWER, GRAPE, VEGETABLE OIL,COCONUT, PALM KERNET, BEESWAX, CARNAUBA WAX"
"CHICKEN, MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), WATER, LESS THAN 2% OF VINEGAR, SEA SALT, SPICES, DEHYDRATED ONION, DEHYDRATED GARLIC, SUGAR, PAPRIKA (COLOR), LIME JUICE POWDER, CILANTRO, LEMON JUICE POWDER, IN A NATURAL PORK CASING.","CHICKEN, PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, WATER, VINEGAR, SEA SALT, SPICES, DEHYDRATED ONION, DEHYDRATED GARLIC, SUGAR, PAPRIKA, LIME JUICE POWDER, CILANTRO, LEMON JUICE POWDER, PORK"
"FINISHING SAUCE: TOMATO PUREE [WATER, TOMATO PASTE], SUGAR, MOLASSES, BROWN SUGAR, DISTILLED VINEGAR, SALT, ORGANIC HONEY, NATURAL FLAVOR [INCLUDING MESQUITE SMOKE], CORN STARCH, SPICES [INCLUDING RED PEPPER], CONTAINS LESS THAN 0.5% OF: ONION, GUAR GUM [THICKENER], GARLIC, XANTHAN GUM [THICKENER] COOKING SAUCE: WATER, SUGAR, LIME JUICE, DISTILLED VINEGAR, SPICES [INCLUDING CHILI PEPPER, GINGER, RED PEPPER], TAMARI SOY SAUCE [WATER, SOYBEANS, SALT, SUGAR], GARLIC, SALT, ONION, CONTAINS LESS THAN 0.5% OF: MOLASSES, GUAR GUM [THICKENER], XANTHAN GUM [THICKENER], NATURAL FLAVOR [INCLUDING HICKORY SMOKE] SPICE PACK: SEA SALT, PAPRIKA, SPICES, GARLIC, TURMERIC, TRICALCIUM PHOSPHATE [TO MAKE FREE FLOWING], NATURAL FLAVOR [INCLUDING HICKORY SMOKE]","WATER, TOMATO PASTE, SUGAR, MOLASSES, BROWN SUGAR, DISTILLED VINEGAR, SALT, ORGANIC HONEY, INCLUDING MESQUITE SMOKE, CORN STARCH, RED PEPPER, ONION, GUAR GUM, GARLIC, XANTHAN GUM,WATER, SUGAR, LIME JUICE, DISTILLED VINEGAR, CHILI PEPPER, GINGER, RED PEPPER, WATER, SOYBEANS, SALT, SUGAR, GARLIC, SALT, ONION, MOLASSES, GUAR GUM, XANTHAN GUM, NATURAL FLAVOR , HICKORY SMOKE,  SEA SALT, PAPRIKA, SPICES, GARLIC, TURMERIC, TRICALCIUM PHOSPHATE, NATURAL HICKORY SMOKE"
"VEGETABLE OIL (SOYBEAN OIL AND/OR CANOLA OIL), WATER, SUGAR, APPLE CIDER VINEGAR, DISTILLED VINEGAR, ONION, CONTAINS 2% OR LESS OF: SALT, POPPY SEEDS, MUSTARD FLOUR, XANTHAN GUM, CITRIC ACID.","SOYBEAN OIL, CANOLA OIL, WATER, SUGAR, APPLE CIDER VINEGAR, DISTILLED VINEGAR, ONION, SALT, POPPY SEEDS, MUSTARD FLOUR, XANTHAN GUM, CITRIC ACID"
"WHITE CHOCOLATE (SUGAR, COCOA BUTTER, WHOLE MILK POWDER, NONFAT DRY MILK, SOY LECITHIN - AN EMULSIFIER, VANILLA), VANILLA, NATURAL FLAVOR, GROUND VANILLA BEANS.","SUGAR, COCOA BUTTER, WHOLE MILK POWDER, NONFAT DRY MILK, SOY LECITHIN, VANILLA, VANILLA, NATURAL FLAVOR, GROUND VANILLA BEANS"
"SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), SUGAR, WATER, SALT, VINEGAR, BONITO EXTRACT (FISH), NATURAL FLAVOR, MONOSODIUM GLUTAMATE, CARAMEL COLOR, DISODIUM INOSINATE, DISODIUM GUANYLATE, SUCCINIC ACID, SODIUM BENZOATE: LESS THAN 1/10 OF 1% AS A PRESERVATIVE.","WATER, WHEAT, SOYBEANS, SALT, SUGAR, WATER, SALT, VINEGAR, BONITO EXTRACT, NATURAL FLAVOR, MONOSODIUM GLUTAMATE, CARAMEL COLOR, DISODIUM INOSINATE, DISODIUM GUANYLATE, SUCCINIC ACID, SODIUM BENZOATE"
"WHOLE GRAIN ROLLED OATS, FLAXSEED, SALT, NATURAL AND ARTIFICIAL FLAVOR, SUCRALOSE, ACESULFAME POTASSIUM, CARAMEL COLOR. VITAMINS & MINERALS : CALCIUM CARBONATE, FERRIC ORTHOPHOSPHARTE (SOURCE OF IRON), ALPHA TOCOPHEROL ACETATE (VITAMIN E), NIACLIAMIDE*, VITAMIN A PALMITATE, PYRIDOXXINE HYDROCHLORIDE*, RIBOFLAVIN*, THIAMIN MONONITRATE*, FOLIC ACID*. *ONE OF THE B VITAMINS","WHOLE GRAIN ROLLED OATS, FLAXSEED, SALT, ARTIFICIAL FLAVOR, SUCRALOSE, ACESULFAME POTASSIUM, CARAMEL COLOR, CALCIUM CARBONATE, FERRIC ORTHOPHOSPHARTE, ALPHA TOCOPHEROL ACETATE, NIACLIAMIDE, VITAMIN A PALMITATE, PYRIDOXXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, FOLIC ACID, B VITAMINS"
"WHEAT FLOUR, NIACIN, REDUCE IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, PALM OIL, YELLOW CORN, WHEY POWDER, DEGERMED YELLOW CORNMEAL, CANOLA OIL, MALT, WATER, SALT, ONION POWDER, CREAM, NON-FAT DRY MILK, CULTURES, MALTODEXTRIN, TOMATO POWDER, SUGAR, YEAST, GARLIC POWDER, CULTURED MILK, SALT, ENZYMES, ARTIFICIAL FLAVORS, WHEY, YEAST EXTRACT, BUTTERMILK, SODA","WHEAT FLOUR, NIACIN, REDUCE IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, PALM OIL, YELLOW CORN, WHEY POWDER, DEGERMED YELLOW CORNMEAL, CANOLA OIL, MALT, WATER, SALT, ONION POWDER, CREAM, NON-FAT DRY MILK, CULTURES, MALTODEXTRIN, TOMATO POWDER, SUGAR, YEAST, GARLIC POWDER, CULTURED MILK, SALT, ENZYMES, ARTIFICIAL FLAVORS, WHEY, YEAST EXTRACT, BUTTERMILK, SODA"
"INGREDIENTS: PORK, WATER, BEEF, CORN SYRUP, CONTAINS 2% OR LESS: SALT, POTASSIUM LACTATE, FLAVORINGS, DEXTROSE, SODIUM PHOSPHATES, MONOSODIUM GLUTAMATE, SODIUM DIACETATE, ASCORBIC ACID (VITAMIN C), SODIUM NITRITE.","PORK, WATER, BEEF, CORN SYRUP,  SALT, POTASSIUM LACTATE, FLAVORINGS, DEXTROSE, SODIUM PHOSPHATES, MONOSODIUM GLUTAMATE, SODIUM DIACETATE, VITAMIN C, SODIUM NITRITE"
"ORGANIC COCONUT*, ORGANIC CACAO PASTE*, ORGANIC COCONUT SUGAR*, ORGANIC CACAO BUTTER*, ANCIENT SEABED SALT.","ORGANIC COCONUT, ORGANIC CACAO PASTE, ORGANIC COCONUT SUGAR, ORGANIC CACAO BUTTER, ANCIENT SEABED SALT"
"WATER, BEETS, SUGAR, SALT, BEETROOT POWDER, CITRIC ACID.","WATER, BEETS, SUGAR, SALT, BEETROOT POWDER, CITRIC ACID"
"WATER, TOMATO PASTE, WHITE DISTILLED VINEGAR, CORNSTARCH, SALT, GARLIC POWDER, CANE SUGAR, CAYENNE PEPPER, ONION POWDER, CHILI POWDER, CUMIN, PAPRIKA, CITRIC ACID.","WATER, TOMATO PASTE, WHITE DISTILLED VINEGAR, CORNSTARCH, SALT, GARLIC POWDER, CANE SUGAR, CAYENNE PEPPER, ONION POWDER, CHILI POWDER, CUMIN, PAPRIKA, CITRIC ACID"
"COOKIE: ENRICHED WHEAT FLOUR (FLOUR, NIACIN, IRON, ASCORBIC ACID, THIAMINE, RIBOFLAVIN, AMYLASE, FOLIC ACID), SUGAR, PALM OIL, MOLASSES, WATER, CINNAMON, SODIUM BICARBONATE, GINGER, SALT. ICINGS: SUGAR, WATER, PALM OIL, HIGH FRUCTOSE CORN SYRUP, CORN STARCH, MODIFIED CORN STARCH AND LESS THAN 1% OF SALT, ACETYLATED MONOGLYCERIDES, ARTIFICIAL FLAVOR, POLYSORBATE 60, PRESERVATIVE POTASSIUM SORBATE, CITRIC ACID, TITANIUM DIOXIDE COLOR, BLUE 1, RED 40, YELLOW 5, YELLOW 6. CANDY SEQUINS: POWDERED SUGAR, PALM KERNEL OIL, MODIFIED CORN STARCH, CORN STARCH, SUNFLOWER LECITHIN, CONFECTIONER'S GLAZE, POLYSORBATE 60, YELLOW 5, YELLOW 6, RED 3, RED 40, BLUE 1. MINIBEADS: DEXTROSE, CORN SYRUP, CITRIC ACID, CALCIUM STEARATE, TAPIOCA DEXTRIN, TITANIUM DIOXIDE COLOR, CONFECTIONER'S GLAZE, CARNAUBA WAX, ARTIFICIAL FLAVORS, RED 3, RED 40, YELLOW 5, YELLOW 6, BLUE 1.","FLOUR, NIACIN, IRON, ASCORBIC ACID, THIAMINE, RIBOFLAVIN, AMYLASE, FOLIC ACID, SUGAR, PALM OIL, MOLASSES, WATER, CINNAMON, SODIUM BICARBONATE, GINGER, SALT, SUGAR, WATER, PALM OIL, HIGH FRUCTOSE CORN SYRUP, CORN STARCH, MODIFIED CORN STARCH SALT, ACETYLATED MONOGLYCERIDES, ARTIFICIAL FLAVOR, POLYSORBATE 60, PRESERVATIVE POTASSIUM SORBATE, CITRIC ACID, TITANIUM DIOXIDE COLOR, BLUE 1, RED 40, YELLOW 5, YELLOW 6, POWDERED SUGAR, PALM KERNEL OIL, MODIFIED CORN STARCH, CORN STARCH, SUNFLOWER LECITHIN, CONFECTIONER'S GLAZE, POLYSORBATE 60, YELLOW 5, YELLOW 6, RED 3, RED 40, BLUE 1, DEXTROSE, CORN SYRUP, CITRIC ACID, CALCIUM STEARATE, TAPIOCA DEXTRIN, TITANIUM DIOXIDE COLOR, CONFECTIONER'S GLAZE, CARNAUBA WAX, ARTIFICIAL FLAVORS, RED 3, RED 40, YELLOW 5, YELLOW 6, BLUE 1"
100% ORANGE JUICE FROM CONCENTRATE (FILTERED WATER CONCENTRATED ORANGE JUICE).,"FILTERED WATER, CONCENTRATED ORANGE JUICE"
"ORGANIC WHOLE GRAN ROLLED OATS, ORGANIC CANE SUGAR, ORGANIC EXPELLER PRESSED CANOLA OIL, ORGANIC RICE FLOUR, ORGANIC CORNSTARCH ORGANIC FLAXSEED, ORGANIC HONEY, ORGANIC FREEZE DRIED BLUEBERRIES, SALT, NATURAL FLAVORS, ORGANIC BARLEY MALT SYRUP, MIXED TOCOPHEROLS (ADDED TO MAINTAIN FRESHNESS).","ORGANIC WHOLE GRAN ROLLED OATS, ORGANIC CANE SUGAR, ORGANIC EXPELLER PRESSED CANOLA OIL, ORGANIC RICE FLOUR, ORGANIC CORNSTARCH ORGANIC FLAXSEED, ORGANIC HONEY, ORGANIC FREEZE DRIED BLUEBERRIES, SALT, NATURAL FLAVORS, ORGANIC BARLEY MALT SYRUP, MIXED TOCOPHEROLS"
"CAULIFLOWER, WATER, GREEN CABBAGE, FORBIDDEN BLACK RICE, RED CABBAGE, ROASTED RED PEPPER (ROASTED PEPPER, WATER, SEA SALT, CITRIC ACID), CARROT, GREEN ONION, RICE VINEGAR (WATER, RICE), CILANTRO, OLIVE OIL, ORGANIC COCONUT AMINOS (COCONUT SAP, SEA SALT), HONEY, ORGANIC DIJON MUSTARD (ORGANIC GRAIN VINEGAR, WATER, ORGANIC MUSTARD SEED, SALT, ORGANIC SPICE), SEA SALT, GARLIC, SESAME SEED OIL, LIME JUICE, GARLIC POWDER, CRUSHED RED PEPPER, GROUND BLACK PEPPER, PAPRIKA (PAPRIKA, SILICON DIOXIDE), GINGER, SPICY ALMOND BUTTER SAUCE (ALMOND BUTTER, RICE VINEGAR [WATER, RICE], ORGANIC COCONUT AMINOS [COCONUT SAP, SEA SALT], ROASTED RED PEPPER [ROASTED PEPPER, WATER, SEA SALT, CITRIC ACID], HONEY, GINGER [GINGER, SULFUR DIOXIDE], GARLIC, SESAME SEED OIL, SEA SALT, LIME JUICE, CRUSHED RED PEPPER)","CAULIFLOWER, WATER, GREEN CABBAGE, FORBIDDEN BLACK RICE, RED CABBAGE, ROASTED PEPPER, WATER, SEA SALT, CITRIC ACID, CARROT, GREEN ONION, WATER, RICE, CILANTRO, OLIVE OIL, COCONUT SAP, SEA SALT, HONEY, ORGANIC GRAIN VINEGAR, WATER, ORGANIC MUSTARD SEED, SALT, ORGANIC SPICE, SEA SALT, GARLIC, SESAME SEED OIL, LIME JUICE, GARLIC POWDER, CRUSHED RED PEPPER, GROUND BLACK PEPPER, PAPRIKA, SILICON DIOXIDE, GINGER, ALMOND BUTTER, RICE WATER, RICE, COCONUT SAP, SEA SALT, ROASTED PEPPER, WATER, SEA SALT, CITRIC ACID, HONEY, GINGER, SULFUR DIOXIDE, GARLIC, SESAME SEED OIL, SEA SALT, LIME JUICE, CRUSHED RED PEPPER"
"HIGH FRUCTOSE CORN SYRUP, TOMATO PUREE (WATER, TOMATO PASTE), DISTILLED VINEGAR, MODIFIED FOOD STARCH. CONTAINS LESS THAN 2% OF: SALT, PINEAPPLE JUICE CONCENTRATE, NATURAL SMOKE FLAVOR, SPICES, CARAMEL COLOR, SODIUM BENZOATE (AS A PRESERVATIVE), MOLASSES, CORN SYRUP, GARLIC*, SUGAR, TAMARIND.","HIGH FRUCTOSE CORN SYRUP, WATER, TOMATO PASTE, DISTILLED VINEGAR, MODIFIED FOOD STARCH,SALT, PINEAPPLE JUICE CONCENTRATE, NATURAL SMOKE FLAVOR, SPICES, CARAMEL COLOR, SODIUM BENZOATE, MOLASSES, CORN SYRUP, GARLIC, SUGAR, TAMARIND"
"LETTUCE MIX (ICEBERG LETTUCE, ROMAINE LETTUCE), BLEU CHEESE DRESSING (WATER, SOYBEAN OIL AND/OR CANOLA OIL, DISTILLED VINEGAR, BLEU CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, PENICILLIUM ROQUEFORTI, CELLULOSE {TO PREVENT CAKING), NATAMYCIN {TO PROTECT FLAVOR}], SUGAR, EGG YOLK, SALT, DEHYDRATED BUTTERMILK, CORNSTARCH, CONTAINS 2% OR LESS OF EACH: LEMON JUICE CONCENTRATE, NATURAL FLAVORS, SPICES (CONTAINS MUSTARD], XANTHAN GUM), SMOKED TURKEY BREAST (TURKEY BREAST, WATER, VINEGAR, POTATO STARCH, CONTAINS 2% OR LESS OF EACH: SEA SALT, POTASSIUM CHLORIDE, CELERY POWDER, CARRAGEENAN, NATURAL FLAVORING [ROSEMARY EXTRACT]), HARD BOILED EGGS, UNCURED BACON NO NITRITES OR NITRATES ADDED EXCEPT THOSE NATURALLY FOUND IN SEA SALT AND CULTURED CELERY JUICE (PORK, WATER, SEA SALT, SUGAR, NATURAL SMOKE FLAVOR, CULTURED CELERY JUICE).","ICEBERG LETTUCE, ROMAINE LETTUCE, WATER, SOYBEAN OIL, CANOLA OIL, DISTILLED VINEGAR, PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, PENICILLIUM ROQUEFORTI, CELLULOSE, NATAMYCIN, SUGAR, EGG YOLK, SALT, DEHYDRATED BUTTERMILK, CORNSTARCH, LEMON JUICE CONCENTRATE, NATURAL FLAVORS, MUSTARD, XANTHAN GUM, TURKEY BREAST, WATER, VINEGAR, POTATO STARCH, SEA SALT, POTASSIUM CHLORIDE, CELERY POWDER, CARRAGEENAN, ROSEMARY EXTRACT, HARD BOILED EGGS, UNCURED BACON, PORK, WATER, SEA SALT, SUGAR, NATURAL SMOKE FLAVOR, CULTURED CELERY JUICE"
"WHOLE GRAIN ROLLED OATS, SUGAR, WHOLE GRAIN ROLLED WHEAT, RICE, PALM OIL, MOLASSES, BAKING SODA, WHEY, SOY LECITHIN, SALT, MALTED BARLEY FLOUR, WHEAT FLOUR, DEXTROSE, CORN SYRUP, SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, SALT, VANILLA, RICE FLOUR, RICE BRAN, SUGAR, SALT, MALT, INVERT SYRUP, CORN SYRUP SOLIDS, GLYCERIN, BROWN SUGAR, CANOLA OIL, SUGAR, SORBITOL, CALCIUM CARBONATE, SALT, SOY LECITHIN, ARTIFICIAL FLAVORS, MIXED TOCOPHEROLS, ALMOND FLOUR, PEANUT FLOUR, TOASTED COCONUT","WHOLE GRAIN ROLLED OATS, SUGAR, WHOLE GRAIN ROLLED WHEAT, RICE, PALM OIL, MOLASSES, BAKING SODA, WHEY, SOY LECITHIN, SALT, MALTED BARLEY FLOUR, WHEAT FLOUR, DEXTROSE, CORN SYRUP, SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, SALT, VANILLA, RICE FLOUR, RICE BRAN, SUGAR, SALT, MALT, INVERT SYRUP, CORN SYRUP SOLIDS, GLYCERIN, BROWN SUGAR, CANOLA OIL, SUGAR, SORBITOL, CALCIUM CARBONATE, SALT, SOY LECITHIN, ARTIFICIAL FLAVORS, MIXED TOCOPHEROLS, ALMOND FLOUR, PEANUT FLOUR, TOASTED COCONUT"
"GARLIC, SPICES (INCLUDING OREGANO, PARSLEY, ROSEMARY, BASIL, PAPRIKA, AND RED PEPPER), ORANGE PEEL, ONION, AND CELERY.","GARLIC, OREGANO, PARSLEY, ROSEMARY, BASIL, PAPRIKA, RED PEPPER, ORANGE PEEL, ONION, CELERY"
"WATER, PRECOOKED YELLOW CORN MEAL (ENRICHED WITH NIACIN, IRON, RIBOFLAVIN, THIAMINE AND FOLIC ACID), CORN OIL, PSYLLIUM, SEA SALT, DEHYDRATED GARLIC, ANNATTO EXTRACT AND TURMERIC FOR COLOR AND SPICE.","WATER, NIACIN, IRON, RIBOFLAVIN, THIAMINE ,FOLIC ACID, CORN OIL, PSYLLIUM, SEA SALT, DEHYDRATED GARLIC, ANNATTO EXTRACT,TURMERIC"
